iter	RMSE
437	371.9675149
438	371.9029982
439	371.8578948
440	371.8094495
441	371.7470004
442	371.6599591
443	371.632876
444	371.5460485
445	371.5157765
446	371.4483066
447	371.377327
448	371.2642399
449	371.2196395
450	371.1363996
451	371.0850666
452	371.0240781
453	370.9909834
454	370.9261672
455	370.8903288
456	370.8229325
457	370.7784849
458	370.693095
459	370.630137
460	370.5941437
461	370.5587709
462	370.4742421
463	370.4460224
464	370.4183779
465	370.3754982
466	370.3230029
467	370.2871285
468	370.2282069
469	370.1480132
470	370.1072131
471	370.0770209
472	370.0453971
473	370.0166607
474	369.9572783
475	369.8647283
476	369.8267077
477	369.7704518
478	369.714274
479	369.6518483
480	369.5887476
481	369.5312388
482	369.4632838
483	369.3470717
484	369.2799605
485	369.2499232
486	369.2106844
487	369.1910478
488	369.1503812
489	369.1036391
490	369.0548403
491	368.9893513
492	368.9147736
493	368.841265
494	368.7877951
495	368.7168059
496	368.6402616
497	368.5522008
498	368.5040945
499	368.4310702
500	368.386597
501	368.3031894
502	368.1968993
503	368.1530282
504	368.1110833
505	368.0905865
506	368.0275824
507	367.9719577
508	367.9160882
509	367.8981467
510	367.8378638
511	367.7811478
512	367.7709272
513	367.7293305
514	367.6742858
515	367.6047075
516	367.5516963
517	367.5138072
518	367.4558976
519	367.4129329
520	367.3452667
521	367.3033826
522	367.2473969
523	367.2273659
524	367.1599393
525	367.1103573
526	367.0797808
527	367.0540848
528	367.0219424
529	366.9500307
530	366.9049419
531	366.876256
532	366.8195535
533	366.771801
534	366.7280505
535	366.658596
536	366.6305873
537	366.5624886
538	366.501206
539	366.4475688
540	366.4166733
541	366.3810859
542	366.3570707
543	366.298249
544	366.2722668
545	366.215462
546	366.1630723
547	366.1415753
548	366.1201117
549	366.0536734
550	366.018548
551	365.9859599
552	365.9392917
553	365.8883517
554	365.8492092
555	365.7761273
556	365.7515584
557	365.6761524
558	365.5963521
559	365.5240464
560	365.4845332
561	365.4298669
562	365.3847207
563	365.338427
564	365.2603418
565	365.198626
566	365.0867934
567	365.0624343
568	365.0204185
569	364.9855399
570	364.9435832
571	364.8857891
572	364.8395958
573	364.786664
574	364.7331467
575	364.665116
576	364.592974
577	364.5647861
578	364.5399967
579	364.5127838
580	364.4647454
581	364.4306724
582	364.3941779
583	364.3217094
584	364.269004
585	364.2252523
586	364.0516005
587	364.0051809
588	363.9878271
589	363.9779226
590	363.9330068
591	363.8149732
592	363.7852036
593	363.748493
594	363.7033294
595	363.6867532
596	363.6596601
597	363.6435726
598	363.6163434
599	363.5773945
600	363.5424953
601	363.473118
602	363.4061277
603	363.3518916
604	363.3100457
605	363.2905139
606	363.2324203
607	363.2067851
608	363.151658
609	363.0992032
610	363.0934374
611	363.0597652
612	363.0118637
613	362.9639137
614	362.946777
615	362.8966471
616	362.859694
617	362.7686107
618	362.7462445
619	362.6852812
620	362.6645102
621	362.5917304
622	362.5584171
623	362.5210415
624	362.4322412
625	362.3857427
626	362.3446396
627	362.3008813
628	362.269474
629	362.2288171
630	362.1848717
631	362.0815143
632	362.06312
633	362.0440867
634	361.9905837
635	361.9669132
636	361.9132075
637	361.8630321
638	361.8263601
639	361.7881351
640	361.7607708
641	361.7034959
642	361.6496286
643	361.6261842
644	361.576145
645	361.5360863
646	361.5076057
647	361.491703
648	361.468846
649	361.4068822
650	361.3945464
651	361.3574982
652	361.3203061
653	361.3009631
654	361.2720712
655	361.2259944
656	361.1476049
657	361.096568
658	361.0364698
659	361.0057969
660	360.9900805
661	360.9288478
662	360.9139677
663	360.8952522
664	360.8343695
665	360.7962614
666	360.7672923
667	360.7349264
668	360.7022868
669	360.6715564
670	360.6377179
671	360.6022503
672	360.5521191
673	360.5113036
674	360.4828589
675	360.3832736
676	360.359936
677	360.339313
678	360.3041444
679	360.2500343
680	360.2232741
681	360.2091942
682	360.1584706
683	360.1160544
684	360.0590692
685	360.0005336
686	359.9679891
687	359.9295381
688	359.8676963
689	359.8041482
690	359.773744
691	359.7182402
692	359.6960317
693	359.6782661
694	359.6669849
695	359.6135851
696	359.581949
697	359.5679959
698	359.5239334
699	359.4840955
700	359.4422546
701	359.3912249
702	359.3605284
703	359.3079091
704	359.2530686
705	359.2011576
706	359.1189079
707	359.0618761
708	359.0427074
709	359.0212282
710	358.9990835
711	358.9600778
712	358.9440631
713	358.9211111
714	358.8826214
715	358.8180898
716	358.7708198
717	358.7215934
718	358.6764047
719	358.5837424
720	358.5237849
721	358.4987386
722	358.483058
723	358.4363154
724	358.3898253
725	358.3524347
726	358.3209683
727	358.2728424
728	358.2459133
729	358.2031339
730	358.1810612
731	358.1445689
732	358.1070435
733	358.0069123
734	357.9848174
735	357.9612959
736	357.9405686
737	357.8973726
738	357.8796619
739	357.8360184
740	357.8187854
741	357.7975817
742	357.7623667
743	357.7160569
744	357.6783421
745	357.6205225
746	357.5743896
747	357.5340462
748	357.4862999
749	357.434719
750	357.3819325
751	357.3564331
752	357.2628193
753	357.2298734
754	357.2051551
755	357.1632589
756	357.1455397
757	357.1198305
758	357.0862352
759	357.0395889
760	357.0102473
761	356.9659539
762	356.9315234
763	356.9122516
764	356.8567911
765	356.7983876
766	356.7668886
767	356.7268706
768	356.6883703
769	356.664392
770	356.6296653
771	356.573422
772	356.5424825
773	356.5247169
774	356.4781524
775	356.4508545
776	356.4006933
777	356.3591735
778	356.3138385
779	356.282231
780	356.2419044
781	356.2236649
782	356.1777556
783	356.1389733
784	356.0887351
785	356.0363016
786	356.0086636
787	355.981764
788	355.9467414
789	355.9268101
790	355.8772463
791	355.8491099
792	355.8019011
793	355.7470796
794	355.7179977
795	355.6703071
796	355.6407856
797	355.5947635
798	355.5770413
799	355.5578618
800	355.5354744
801	355.4799266
802	355.4416281
803	355.4042673
804	355.3608904
805	355.3321489
806	355.28336
807	355.2290824
808	355.1823551
809	355.154086
810	355.1312972
811	355.0920135
812	355.0697373
813	355.0277059
814	354.9854368
815	354.9377518
816	354.8889947
817	354.8550525
818	354.8356778
819	354.7848666
820	354.7645432
821	354.7229282
822	354.6919431
823	354.6506237
824	354.6125024
825	354.5577018
826	354.5210466
827	354.5071158
828	354.4614179
829	354.4173889
830	354.3721911
831	354.3145793
832	354.2819505
833	354.2366365
834	354.2034488
835	354.1628141
836	354.1128562
837	354.0788183
838	354.0346259
839	353.9807603
840	353.9574168
841	353.9158897
842	353.8944803
843	353.8438221
844	353.8069137
845	353.7665185
846	353.7317094
847	353.7097034
848	353.6657675
849	353.6164962
850	353.5660597
851	353.5233453
852	353.503418
853	353.4771477
854	353.4533855
855	353.426679
856	353.4086303
857	353.3804712
858	353.3456766
859	353.3285915
860	353.2795691
861	353.2340235
862	353.1812877
863	353.1457929
864	353.1029035
865	353.0748886
866	353.0296697
867	352.9791742
868	352.9642267
869	352.9224715
870	352.8860152
871	352.8522166
872	352.8196239
873	352.7790686
874	352.7283778
875	352.7102228
876	352.6893167
877	352.6288599
878	352.5802355
879	352.5409087
880	352.5145596
881	352.4538336
882	352.37785
883	352.3254948
884	352.247325
885	352.211172
886	352.1769448
887	352.1410726
888	352.1012532
889	352.0823785
890	352.058521
891	352.0417589
892	352.0091268
893	351.9698194
894	351.9314583
895	351.8822561
896	351.8201621
897	351.802276
898	351.7669463
899	351.7151064
900	351.6983558
901	351.6645784
902	351.6130588
903	351.5775853
904	351.5442955
905	351.5286135
906	351.5115065
907	351.4802983
908	351.4212641
909	351.3872241
910	351.3641144
911	351.3393386
912	351.2620821
913	351.2290582
914	351.1991192
915	351.1418395
916	351.103666
917	351.0280906
918	351.0011339
919	350.9615512
920	350.9257636
921	350.8711125
922	350.8133762
923	350.8023862
924	350.7652764
925	350.727161
926	350.6946534
927	350.676823
928	350.6404019
929	350.6276724
930	350.5954422
931	350.540028
932	350.5172714
933	350.4905965
934	350.4303358
935	350.3920352
936	350.3349866
937	350.2867981
938	350.2487588
939	350.2297829
940	350.2110428
941	350.1794595
942	350.1620741
943	350.131318
944	350.1094759
945	350.0743877
946	350.0355159
947	350.0112064
948	349.9864527
949	349.961516
950	349.9297757
951	349.8933452
952	349.8614341
953	349.7861886
954	349.7223704
955	349.6864224
956	349.651588
957	349.6182755
958	349.5616094
959	349.5274485
960	349.4682253
961	349.4557951
962	349.4259735
963	349.3877417
964	349.3459992
965	349.3098776
966	349.2872787
967	349.2555785
968	349.2203399
969	349.1850514
970	349.1624015
971	349.1390635
972	349.103071
973	349.0796688
974	349.0513324
975	349.0281521
976	348.9792135
977	348.9239946
978	348.9113021
979	348.864259
980	348.8490807
981	348.7745326
982	348.7333613
983	348.7198865
984	348.6464278
985	348.5748831
986	348.5390442
987	348.4858521
988	348.4645297
989	348.4121255
990	348.3911063
991	348.3562202
992	348.314714
993	348.2680053
994	348.2353078
995	348.2070835
996	348.1844272
997	348.1142229
998	348.0684384
999	348.0574369
