iter	RMSE
239	4945.586888
240	4937.815608
241	4932.466047
242	4926.125754
243	4921.094268
244	4916.41683
245	4911.821104
246	4908.014309
247	4904.385662
248	4900.071784
249	4895.109489
250	4891.093542
251	4886.562142
252	4881.767437
253	4877.963471
254	4870.047522
255	4865.432642
256	4861.12965
257	4854.338492
258	4851.349253
259	4846.462705
260	4843.547343
261	4839.176029
262	4830.506221
263	4825.881482
264	4819.492968
265	4815.414739
266	4810.233972
267	4806.743585
268	4802.392935
269	4798.117907
270	4794.153575
271	4790.566226
272	4786.774117
273	4783.895915
274	4779.416314
275	4775.642028
276	4771.709223
277	4764.853565
278	4761.417167
279	4757.774724
280	4753.29379
281	4749.617713
282	4743.585817
283	4740.234819
284	4736.590729
285	4732.913623
286	4728.579785
287	4722.389901
288	4718.28031
289	4710.115618
290	4706.851337
291	4702.599323
292	4697.854853
293	4692.906081
294	4688.947834
295	4684.654026
296	4681.750789
297	4675.987394
298	4670.573837
299	4666.662409
300	4663.756492
301	4660.973913
302	4657.889407
303	4653.433337
304	4650.435322
305	4645.01512
306	4640.628218
307	4637.064446
308	4634.487888
309	4631.624386
310	4628.144108
311	4624.99727
312	4619.805398
313	4615.627426
314	4610.395603
315	4604.435397
316	4601.134485
317	4598.260677
318	4594.372612
319	4591.413353
320	4587.294548
321	4582.489719
322	4577.626659
323	4574.687917
324	4570.688971
325	4567.771752
326	4562.845658
327	4558.039107
328	4556.258288
329	4551.107086
330	4547.347129
331	4544.259064
332	4541.746476
333	4539.000749
334	4536.222934
335	4533.306802
336	4530.80962
337	4528.352905
338	4523.546444
339	4521.469442
340	4518.692344
341	4513.758582
342	4510.106035
343	4506.123067
344	4503.091981
345	4498.947011
346	4496.644898
347	4489.409564
348	4485.903745
349	4482.600388
350	4479.523315
351	4474.968212
352	4473.374043
353	4467.924724
354	4465.656866
355	4461.596158
356	4459.634883
357	4457.317276
358	4455.024923
359	4452.194212
360	4448.749454
361	4446.736837
362	4444.654715
363	4439.679936
364	4434.866413
365	4432.751286
366	4428.030176
367	4425.672457
368	4422.636982
369	4419.411851
370	4418.125275
371	4411.049842
372	4408.564592
373	4403.248963
374	4401.425476
375	4397.982394
376	4395.703944
377	4392.579134
378	4390.022546
379	4383.443549
380	4379.211741
381	4376.566031
382	4374.166484
383	4368.827069
384	4364.852353
385	4360.212742
386	4356.920594
387	4353.066788
388	4346.750442
389	4344.340403
390	4341.277036
391	4339.184569
392	4337.163513
393	4333.320943
394	4330.554803
395	4326.554016
396	4323.622764
397	4322.141469
398	4318.365163
399	4316.257889
400	4314.589945
401	4311.860271
402	4305.384636
403	4303.410252
404	4300.190496
405	4298.255621
406	4296.130952
407	4294.590002
408	4292.480742
409	4290.479235
410	4286.428475
411	4284.67059
412	4283.180394
413	4278.936275
414	4276.952808
415	4274.301143
416	4270.831192
417	4269.161889
418	4266.99854
419	4265.637833
420	4263.471033
421	4260.724354
422	4258.989588
423	4257.019001
424	4255.076
425	4253.47604
426	4249.794707
427	4246.123633
428	4241.742513
429	4237.251936
430	4234.009254
431	4231.78914
432	4226.719076
433	4224.20681
434	4222.029237
435	4219.831716
436	4217.013744
437	4214.386141
438	4212.626962
439	4209.936499
440	4208.46786
441	4204.089836
442	4202.241887
443	4198.487795
444	4196.705548
445	4194.319893
446	4192.389709
447	4190.924614
448	4185.196014
449	4183.357749
450	4181.568987
451	4179.360986
452	4174.008976
453	4170.891835
454	4168.69184
455	4166.864757
456	4164.673911
457	4163.134216
458	4161.289714
459	4159.172602
460	4157.903582
461	4156.147885
462	4153.79819
463	4151.808066
464	4149.948222
465	4147.31594
466	4146.064932
467	4144.303861
468	4142.955216
469	4139.933545
470	4138.515685
471	4136.426282
472	4133.913505
473	4130.082364
474	4127.381306
475	4124.908399
476	4120.369047
477	4118.217118
478	4116.271875
479	4113.995761
480	4111.121938
481	4109.818884
482	4108.227553
483	4106.704183
484	4105.371919
485	4104.205048
486	4100.807557
487	4098.44771
488	4097.121052
489	4094.659116
490	4092.790336
491	4091.244704
492	4087.444039
493	4083.517469
494	4082.070633
495	4080.671105
496	4078.85455
497	4075.878905
498	4071.82096
499	4070.535089
500	4068.932334
501	4065.670555
502	4064.129269
503	4062.565729
504	4060.819308
505	4058.773384
506	4057.553858
507	4056.286079
508	4053.121843
509	4051.86439
510	4050.412821
511	4046.910925
512	4043.456318
513	4042.41259
514	4041.21665
515	4038.911736
516	4036.854836
517	4034.852878
518	4033.145845
519	4031.970219
520	4029.80132
521	4027.874973
522	4026.698291
523	4024.066701
524	4022.371876
525	4020.743607
526	4017.981461
527	4017.219563
528	4015.566958
529	4013.530557
530	4011.870845
531	4010.433991
532	4008.723764
533	4007.067928
534	4005.562335
535	4004.50492
536	4002.21659
537	4000.294199
538	3999.033905
539	3998.024264
540	3997.06203
541	3996.0484
542	3994.891066
543	3993.167479
544	3991.814627
545	3989.742638
546	3988.567854
547	3987.383507
548	3984.374093
549	3982.708722
550	3980.62218
551	3978.989253
552	3976.096022
553	3974.47493
554	3973.264232
555	3972.219973
556	3970.89403
557	3969.64549
558	3968.130872
559	3964.242609
560	3963.149658
561	3958.420971
562	3957.05755
563	3955.116877
564	3953.687868
565	3951.846129
566	3947.345096
567	3945.968927
568	3945.025639
569	3943.912743
570	3942.319905
571	3940.678079
572	3937.298251
573	3935.071651
574	3933.703352
575	3931.333449
576	3929.869046
577	3928.661381
578	3927.825485
579	3926.280412
580	3923.805029
581	3922.214918
582	3920.844191
583	3918.302274
584	3917.192159
585	3915.033053
586	3912.567206
587	3911.733239
588	3909.620084
589	3907.738128
590	3906.325822
591	3903.993299
592	3903.084131
593	3901.724225
594	3900.438594
595	3898.669411
596	3897.643145
597	3896.572274
598	3895.09999
599	3892.673898
600	3891.595984
601	3889.916972
602	3885.374384
603	3884.210164
604	3882.725154
605	3880.592965
606	3878.891872
607	3877.001212
608	3876.162291
609	3875.098515
610	3874.006395
611	3872.82038
612	3871.804338
613	3870.151138
614	3869.048374
615	3867.578312
616	3866.471843
617	3864.826309
618	3863.047827
619	3859.80332
620	3857.552601
621	3856.080432
622	3854.174121
623	3853.24337
624	3850.929388
625	3848.976092
626	3848.073879
627	3845.740346
628	3844.618276
629	3842.732566
630	3841.059734
631	3839.873547
632	3835.75576
633	3832.601405
634	3831.722915
635	3829.756071
636	3827.939949
637	3825.597326
638	3824.10541
639	3821.980542
640	3819.506585
641	3817.350815
642	3815.75185
643	3813.7539
644	3812.731891
645	3811.207401
646	3809.47047
647	3808.244239
648	3807.237965
649	3805.993238
650	3804.500646
651	3802.820074
652	3802.025037
653	3799.595397
654	3798.238629
655	3796.239292
656	3794.326949
657	3792.349806
658	3790.96964
659	3789.321367
660	3788.008381
661	3786.539089
662	3785.300632
663	3783.096319
664	3782.434772
665	3781.60528
666	3780.308598
667	3779.295862
668	3777.523912
669	3773.377864
670	3769.218735
671	3765.396437
672	3763.878431
673	3762.640145
674	3761.621013
675	3760.421662
676	3759.173884
677	3755.415182
678	3754.013933
679	3753.21431
680	3752.036851
681	3751.331517
682	3750.442772
683	3749.091458
684	3746.458724
685	3745.215219
686	3742.99371
687	3742.027585
688	3740.861465
689	3739.576656
690	3738.528801
691	3734.890158
692	3733.946746
693	3732.704667
694	3732.046445
695	3731.167267
696	3730.156857
697	3728.247523
698	3726.316223
699	3725.220205
700	3722.376682
701	3721.449012
702	3719.521795
703	3718.414248
704	3717.274787
705	3716.092301
706	3714.336872
707	3713.426243
708	3712.341976
709	3711.297054
710	3708.826644
711	3706.034419
712	3704.769816
713	3701.668241
714	3698.586858
715	3697.494698
716	3695.872261
717	3695.337132
718	3694.029727
719	3693.093168
720	3691.958116
721	3690.410445
722	3688.623676
723	3687.597152
724	3686.211768
725	3685.171593
726	3684.133528
727	3682.652201
728	3681.465183
729	3679.550407
730	3678.436324
731	3677.596945
732	3676.703367
733	3675.892505
734	3674.870317
735	3673.857716
736	3672.923909
737	3671.72562
738	3670.615267
739	3669.542701
740	3668.720396
741	3666.962551
742	3665.973872
743	3665.244083
744	3664.131772
745	3662.679429
746	3661.65022
747	3660.460633
748	3657.193874
749	3656.065778
750	3655.080068
751	3654.073173
752	3652.834571
753	3651.36658
754	3650.422797
755	3649.418345
756	3645.967945
757	3645.006483
758	3643.818061
759	3642.618115
760	3641.669397
761	3639.933091
762	3639.041088
763	3638.296006
764	3637.337964
765	3634.137114
766	3632.425676
767	3631.719256
768	3630.932313
769	3629.979825
770	3629.029621
771	3627.601843
772	3626.844616
773	3623.711485
774	3622.399085
775	3620.900675
776	3620.032621
777	3618.657669
778	3617.706401
779	3616.081646
780	3614.063596
781	3612.552131
782	3610.968564
783	3609.71829
784	3608.486426
785	3607.158534
786	3606.55777
787	3605.437837
788	3604.740897
789	3603.426941
790	3602.125698
791	3601.387911
792	3599.286502
793	3598.02457
794	3596.805154
795	3595.897549
796	3595.01785
797	3593.58578
798	3592.610719
799	3592.164918
800	3590.624973
801	3589.723447
802	3587.123608
803	3586.275724
804	3584.997899
805	3584.040723
806	3582.666029
807	3580.91459
808	3580.168007
809	3578.818448
810	3577.561506
811	3576.279892
812	3575.087856
813	3573.100327
814	3572.541439
815	3571.734043
816	3570.595558
817	3569.733788
818	3568.708086
819	3567.565706
820	3566.367418
821	3565.733333
822	3564.451239
823	3563.542227
824	3561.560277
825	3560.367977
826	3559.612446
827	3558.720919
828	3557.280214
829	3556.560209
830	3555.323827
831	3553.426359
832	3552.293169
833	3551.547927
834	3548.623673
835	3547.292874
836	3546.162392
837	3545.335702
838	3544.441147
839	3543.692986
840	3542.869357
841	3542.130697
842	3541.028236
843	3539.832576
844	3539.194028
845	3538.389199
846	3536.544705
847	3535.208767
848	3533.781654
849	3533.258954
850	3532.505062
851	3531.896317
852	3531.173775
853	3529.866366
854	3529.2078
855	3527.407557
856	3526.671817
857	3525.338484
858	3522.62469
859	3521.580385
860	3518.911939
861	3518.173824
862	3516.423648
863	3515.783668
864	3515.069773
865	3514.527236
866	3513.766441
867	3513.068115
868	3510.437829
869	3509.808379
870	3508.795595
871	3508.166289
872	3505.578081
873	3504.659649
874	3503.894455
875	3503.169677
876	3502.530783
877	3500.823537
878	3500.099583
879	3499.805855
880	3498.980729
881	3498.343455
882	3497.689799
883	3495.139788
884	3493.402534
885	3492.792382
886	3492.147078
887	3491.345509
888	3489.638029
889	3489.029835
890	3486.514906
891	3485.153405
892	3483.807037
893	3482.84404
894	3481.853025
895	3480.8678
896	3479.923606
897	3477.474626
898	3476.860939
899	3475.548844
900	3474.923746
901	3474.395211
902	3473.295899
903	3472.569057
904	3471.548581
905	3470.955629
906	3469.987599
907	3469.438729
908	3468.861277
909	3467.27069
910	3466.607074
911	3465.70886
912	3463.315625
913	3462.372933
914	3460.79516
915	3459.240729
916	3458.480078
917	3458.08537
918	3456.828736
919	3455.904547
920	3454.671982
921	3452.230332
922	3451.730818
923	3451.164144
924	3449.588771
925	3448.708587
926	3447.795662
927	3447.196119
928	3445.970866
929	3444.896161
930	3443.416348
931	3442.237617
932	3441.71108
933	3441.040358
934	3439.416214
935	3438.742783
936	3437.827173
937	3437.212267
938	3435.76952
939	3435.231973
940	3433.728026
941	3433.098047
942	3432.47962
943	3431.066164
944	3429.655614
945	3428.466759
946	3426.186626
947	3423.940711
948	3422.481078
949	3421.947977
950	3421.449915
951	3420.945803
952	3420.020577
953	3418.933849
954	3418.091973
955	3416.667899
956	3414.461036
957	3412.977186
958	3412.134862
959	3410.761167
960	3410.208698
961	3409.688985
962	3408.146473
963	3406.892713
964	3405.84054
965	3405.029099
966	3404.170628
967	3403.121788
968	3402.126241
969	3401.097903
970	3400.558767
971	3399.624051
972	3398.520592
973	3397.305799
974	3395.933885
975	3395.325742
976	3394.557119
977	3393.09613
978	3392.238232
979	3391.731272
980	3390.228158
981	3389.726624
982	3389.280624
983	3388.842894
984	3387.715818
985	3386.872948
986	3386.19643
987	3385.356615
988	3384.457843
989	3383.916191
990	3383.09778
991	3382.285634
992	3381.482521
993	3379.365359
994	3378.373535
995	3377.444485
996	3376.332399
997	3374.878278
998	3373.579081
999	3372.134055
